epoch,acc,loss,val_acc,val_loss
0,0.624106,0.6344563359112292,0.7407407,0.5191719125147666
1,0.86024153,0.3362081969070161,0.76090014,0.5172274536053675
2,0.952046,0.12837141481090478,0.7515237,0.6573590415774854
3,0.98663384,0.0454935385882837,0.74589777,0.9425160112204375
4,0.9973033,0.014485404737488524,0.7440225,1.1218262131762964
5,0.99894476,0.008063225638365307,0.74308485,1.1733953763887572
6,0.99953103,0.005551101890298312,0.7407407,1.2031856544466015
